,raceethnicity,age,gender,month,city,state,classification,lawenforcementagency,armed
717,0,30,0,4,308,22,0,261,0
718,0,18,0,8,52,20,1,53,6
719,1,29,0,8,510,4,1,532,1
720,0,24,0,8,511,36,1,533,1
722,1,44,0,8,512,37,1,534,1
723,1,50,0,8,513,39,1,535,0
724,2,17,0,8,165,5,1,171,1
726,1,38,0,8,305,37,1,310,4
727,1,30,0,8,514,31,1,153,0
728,1,31,0,8,515,19,1,536,1
729,1,57,0,8,40,6,3,537,0
730,0,39,0,8,516,22,1,538,1
731,1,29,0,8,187,5,1,192,3
732,1,26,0,8,3,3,1,3,5
734,1,21,0,8,517,21,1,539,2
735,1,53,0,8,518,37,1,540,1
736,1,36,0,8,191,30,1,196,1
737,1,57,0,8,25,17,1,446,1
738,1,64,0,8,519,24,1,541,4
739,2,30,0,8,520,18,1,542,1
740,0,34,0,8,521,9,1,543,4
741,1,51,0,8,522,30,1,544,1
742,1,45,0,8,68,6,1,69,1
743,1,22,0,8,441,35,1,545,2
744,2,22,0,8,259,30,1,262,1
745,1,19,0,8,523,33,1,1,1
746,1,46,0,8,524,35,1,546,1
747,0,30,0,8,83,5,1,375,3
748,0,43,0,8,97,11,1,100,2
749,2,29,0,8,9,5,1,48,3
750,1,54,0,8,295,5,1,302,4
751,1,64,0,5,525,24,2,547,0
752,1,64,1,5,525,24,2,547,0
753,1,28,0,8,526,16,1,548,1
754,2,41,0,8,178,11,1,391,6
755,0,61,0,8,527,22,1,283,0
756,0,25,0,8,528,17,1,446,1
757,2,43,0,8,178,11,1,183,4
758,2,29,0,8,266,10,1,271,5
759,1,20,0,8,529,25,1,549,1
760,2,40,0,8,530,6,1,148,1
761,1,46,0,8,531,7,1,550,4
762,1,23,0,8,57,11,1,58,1
763,0,48,0,8,374,33,3,387,0
764,0,33,0,9,532,44,1,551,1
766,1,18,0,8,533,0,3,264,0
767,1,47,0,9,534,18,1,552,1
768,1,76,0,9,535,33,1,553,1
769,1,31,0,8,102,5,0,554,0
770,1,45,0,9,536,6,1,555,1
771,1,37,0,9,537,48,1,556,1
772,1,27,0,9,538,5,1,557,1
773,2,49,0,9,539,23,1,558,3
774,1,36,0,9,540,11,1,559,1
775,0,21,0,9,541,37,1,560,2
776,2,32,0,9,165,5,1,171,3
777,2,47,0,9,279,5,3,286,0
778,1,60,0,9,259,30,1,389,1
779,1,63,0,9,542,49,0,561,0
780,0,35,0,9,543,24,1,562,1
781,0,27,1,9,543,24,1,562,0
782,6,28,0,9,471,12,1,488,1
783,1,33,0,9,544,9,3,255,0
784,2,45,0,9,545,18,0,563,0
785,1,23,0,9,546,29,1,564,4
786,0,41,0,9,290,36,4,565,0
787,2,45,0,9,494,5,1,513,3
788,1,42,0,9,388,18,1,402,1
789,0,45,0,5,341,39,0,348,0
790,1,25,0,9,131,40,1,566,1
791,0,37,0,9,104,20,1,448,3
792,4,33,0,9,547,34,1,567,1
793,0,29,0,9,36,23,1,568,1
794,1,32,0,9,548,5,1,569,1
795,2,34,0,9,174,5,1,179,4
796,2,41,0,9,549,5,1,9,1
798,2,37,1,3,550,7,0,570,0
799,3,31,0,9,551,22,1,571,4
800,2,24,0,7,266,10,0,271,0
802,1,39,0,9,552,8,1,1,1
803,1,45,0,9,553,35,1,572,1
804,0,67,0,9,554,25,1,573,1
805,1,24,0,9,555,33,0,574,0
806,1,29,0,9,556,11,1,575,5
808,1,28,0,9,557,5,1,576,0
809,0,21,0,9,558,12,1,577,3
810,1,44,0,9,559,7,1,578,1
811,2,32,0,9,9,5,1,48,1
813,4,19,0,9,560,34,1,579,1
814,0,27,0,9,561,12,1,580,1
815,1,50,0,9,425,36,1,581,1
816,2,19,0,9,562,5,2,582,0
817,2,39,0,9,9,5,1,48,1
818,1,61,0,9,563,26,1,583,1
819,3,59,0,9,564,5,1,584,4
821,1,32,0,9,565,5,1,81,0
822,1,57,0,9,566,39,1,1,1
823,1,46,0,9,567,12,1,585,1
824,4,50,0,9,121,4,0,586,0
825,1,56,0,9,568,23,1,587,1
826,1,23,0,9,569,24,1,588,1
827,2,24,0,9,97,11,1,100,1
828,1,48,1,9,570,36,2,589,0
829,0,32,0,9,571,5,1,590,1
830,2,25,0,7,463,40,1,591,1
831,1,27,0,9,572,5,1,592,1
832,1,23,1,9,572,5,1,592,1
834,1,24,0,9,573,30,1,155,1
835,2,24,0,9,574,30,1,593,0
836,1,26,0,9,528,17,1,25,1
837,1,55,0,9,575,5,1,594,1
838,1,33,0,9,576,30,1,595,1
839,0,48,0,9,20,16,1,20,4
840,0,28,0,9,211,42,1,596,1
841,0,19,0,9,577,31,1,79,0
842,1,35,0,9,578,11,1,597,1
843,0,42,0,9,259,30,1,262,4
844,1,45,0,9,579,24,1,598,1
845,1,17,0,9,580,7,1,599,1
846,4,30,0,9,29,19,1,29,3
847,1,21,0,9,555,33,1,600,0
848,0,34,0,9,266,10,1,271,4
849,1,45,0,9,581,6,1,555,1
850,2,37,1,9,9,5,1,48,4
851,0,46,0,9,164,12,1,601,4
852,2,23,0,9,582,18,1,602,1
853,1,43,0,9,583,0,1,603,1
854,0,31,0,9,584,30,1,262,0
855,2,59,0,9,295,5,1,302,2
856,2,40,0,9,585,11,1,604,1
857,1,53,0,9,36,23,2,36,0
858,0,28,0,9,586,44,1,221,1
859,4,46,0,9,587,48,1,605,3
860,2,40,0,9,494,5,1,513,2
861,1,37,0,9,588,19,1,606,0
862,2,26,0,10,562,5,1,582,4
863,1,55,1,10,1,1,1,1,4
864,1,45,0,10,9,5,1,48,0
865,0,31,0,10,266,10,1,271,1
866,2,28,0,10,589,6,1,607,1
867,1,17,1,9,348,0,2,608,0
868,1,16,1,9,348,0,2,608,0
869,1,27,0,10,590,39,1,609,1
871,1,51,0,10,591,11,1,610,1
872,1,50,0,10,592,21,1,611,1
873,1,39,0,10,593,5,1,612,1
874,1,27,0,9,555,33,1,600,0
875,2,46,0,10,594,30,1,613,3
876,2,19,0,10,138,31,1,614,4
877,1,31,0,10,595,45,1,615,1
878,1,40,0,10,596,36,1,581,3
879,3,44,0,10,597,12,1,616,1
880,0,23,0,10,598,41,1,143,1
881,1,49,0,10,523,27,1,617,5
882,2,34,0,10,565,5,1,110,0
885,2,43,0,10,501,11,1,618,4
887,1,31,0,10,599,28,1,619,1
888,1,27,0,10,600,0,1,620,1
889,2,15,0,10,445,30,1,262,1
890,1,50,1,10,25,17,1,446,1
891,0,57,0,10,601,39,1,621,1
892,0,25,0,10,70,33,1,334,1
893,2,18,0,10,602,5,1,622,5
895,2,27,0,10,5,5,1,5,1
896,1,31,0,10,167,33,1,623,2
897,0,20,0,10,45,11,1,45,1
898,1,35,0,10,603,4,1,624,1
899,2,25,0,10,604,5,1,9,0
900,1,27,0,10,45,11,1,45,1
901,1,62,1,10,605,5,1,54,1
902,0,26,0,10,70,28,1,334,6
903,2,22,0,10,222,5,1,625,2
904,0,28,0,10,606,9,1,626,4
905,0,18,0,10,607,24,1,508,0
906,0,31,0,10,608,30,1,627,1
907,0,30,0,10,609,5,1,628,0
909,2,27,0,10,610,5,2,9,0
910,1,46,1,10,611,30,1,629,1
911,0,54,0,10,9,5,1,9,5
912,1,30,0,10,379,26,1,630,2
913,0,39,0,10,295,5,1,302,2
914,1,30,0,10,612,12,1,631,4
915,1,21,0,10,613,8,1,632,1
916,2,35,0,10,614,5,1,633,4
917,1,40,0,10,615,18,1,634,1
918,2,21,0,10,383,5,1,635,0
919,1,47,0,10,616,36,1,636,1
920,0,38,0,10,471,12,1,488,4
921,0,36,0,10,617,5,1,637,1
923,0,34,0,10,618,30,1,638,1
924,2,34,0,10,619,5,1,189,1
925,1,47,0,10,284,40,1,639,1
928,1,36,0,10,620,0,1,640,1
929,1,28,0,10,621,33,1,641,1
930,3,18,0,10,429,30,1,442,0
932,0,21,1,10,171,43,1,642,1
933,2,24,0,10,360,9,3,643,0
934,0,25,0,10,0,0,1,644,1
935,0,29,0,10,295,5,1,645,0
936,1,57,0,10,622,28,1,646,1
937,0,18,0,10,623,25,1,473,1
938,0,32,0,6,164,12,3,647,0
939,2,36,0,10,624,11,3,648,0
940,1,47,0,10,625,3,3,649,0
942,0,34,0,10,191,30,1,196,1
943,2,29,0,10,626,11,1,650,1
944,1,62,0,10,627,26,1,651,1
945,0,25,0,10,70,33,1,201,1
946,0,25,0,10,45,11,1,45,1
947,1,36,0,10,284,1,1,652,1
948,1,30,0,10,628,25,1,653,4
950,1,33,0,10,629,7,1,654,1
951,0,56,0,10,630,39,1,655,1
953,1,20,0,11,631,5,1,189,1
954,1,62,0,11,632,32,1,656,1
955,0,62,0,11,171,43,1,657,1
956,1,30,0,11,119,20,1,124,1
957,0,57,0,11,45,11,1,45,1
959,1,47,0,11,295,5,1,302,0
960,1,30,0,11,633,20,1,658,3
961,1,36,1,11,634,41,1,659,1
962,1,46,0,11,365,44,1,660,1
963,1,20,0,11,635,25,1,661,1
964,1,6,0,11,636,12,1,662,0
965,1,51,0,11,204,1,1,209,1
966,1,55,0,11,25,17,1,663,5
967,1,68,0,11,148,30,1,664,0
969,1,28,0,11,637,1,2,665,0
970,1,57,1,10,638,9,2,255,0
971,2,25,0,11,107,11,1,112,1
972,0,20,0,11,261,41,1,666,5
975,1,26,0,11,86,44,1,667,1
976,2,31,0,11,27,18,1,307,5
977,1,36,0,11,639,7,1,668,1
978,2,34,0,11,640,5,1,669,1
979,2,45,0,11,102,5,1,107,1
980,2,25,0,11,5,5,1,5,1
981,0,32,0,11,62,31,1,62,1
982,1,57,0,11,641,41,1,670,1
983,1,37,1,1,642,21,1,671,0
984,0,39,0,1,12,9,0,672,0
985,1,31,0,5,643,39,1,673,0
986,1,18,0,10,644,35,1,674,1
987,2,42,0,11,245,5,1,675,4
988,1,25,0,11,645,0,1,676,1
989,1,52,0,11,349,35,1,677,2
991,2,31,0,11,619,5,1,54,3
992,1,33,0,11,646,37,1,678,3
993,0,39,0,11,83,5,1,375,2
994,0,16,0,11,360,9,1,679,1
995,1,25,0,11,647,0,1,680,5
996,1,22,0,11,648,14,1,681,1
997,0,24,0,11,43,19,1,682,0
998,1,41,0,11,396,11,1,411,0
999,0,28,0,11,259,30,1,262,1
1000,0,21,0,11,649,41,1,683,1
1001,0,22,0,8,86,30,0,89,1
1002,1,47,0,11,650,21,1,684,4
1003,0,25,0,11,651,30,1,685,3
1004,1,58,0,11,172,0,1,686,0
1005,0,30,0,11,45,11,1,264,4
1006,0,44,0,11,570,36,1,581,1
1007,0,34,0,11,652,30,1,687,1
1008,0,27,0,11,214,30,1,688,4
1009,0,34,0,11,171,43,1,689,4
1010,0,29,0,11,557,5,1,81,0
1011,0,50,0,11,65,7,0,690,0
1012,1,39,0,11,97,0,1,691,1
1013,2,56,0,11,174,5,1,179,1
1014,1,24,0,11,653,25,1,692,0
1015,1,46,0,11,174,5,1,179,6
1016,1,32,0,11,654,0,3,693,0
1017,2,28,0,11,65,7,1,65,1
1018,2,49,0,11,624,11,1,648,4
1019,1,45,0,11,655,17,1,694,1
1020,1,32,0,11,25,17,1,446,2
1021,1,45,0,11,656,19,1,695,2
1022,1,50,0,11,70,33,1,201,1
1023,0,24,0,11,413,21,1,427,1
1025,1,37,1,11,657,20,1,696,1
1027,1,58,0,11,658,20,1,697,1
1028,1,50,0,11,659,11,1,698,3
1029,2,23,0,11,187,5,1,192,1
1030,1,22,0,11,660,33,1,699,1
1031,1,53,0,11,661,20,1,700,1
1032,2,69,0,11,372,6,1,385,1
1033,1,29,0,11,149,13,1,701,1
1034,3,25,0,11,42,7,1,42,3
1035,0,18,0,11,155,0,1,162,1
1036,1,23,0,12,662,38,1,702,1
1037,2,18,0,12,663,5,1,9,1
1038,3,28,0,12,664,5,1,110,1
1039,3,27,1,12,664,5,1,110,1
1040,0,26,0,12,5,5,1,5,4
1041,1,47,0,12,294,6,1,301,3
1042,1,66,0,12,665,13,1,703,1
1043,2,35,0,12,65,7,1,65,1
1044,2,32,0,12,178,11,1,523,0
1045,1,52,0,12,411,30,1,425,3
1046,2,36,0,12,666,18,1,704,1
1047,1,61,1,12,667,20,1,272,1
1048,1,35,0,12,448,4,1,465,1
1049,1,24,0,12,668,11,1,705,1
1050,1,60,0,12,669,40,1,706,1
1051,1,48,0,12,670,46,1,707,4
1052,2,38,0,12,602,5,1,622,1
1053,0,32,0,12,89,30,1,92,1
1054,0,36,0,12,671,22,1,283,0
1055,1,27,0,12,52,20,0,53,0
1056,1,51,0,12,672,25,1,708,1
1057,0,55,0,12,598,41,1,143,1
1058,1,66,0,12,673,26,1,598,1
1059,1,54,0,12,674,5,1,709,4
1061,1,34,0,12,36,23,1,36,1
1062,0,33,0,12,167,33,1,710,1
1063,1,36,0,12,530,6,1,711,0
1064,0,25,0,12,36,23,1,36,4
1065,0,28,0,12,675,5,1,9,1
1066,1,20,0,12,676,9,1,712,1
1067,1,21,0,12,677,11,1,713,3
1069,2,49,0,12,565,5,1,110,4
1070,0,24,0,12,447,35,1,464,1
1071,1,36,0,12,678,25,1,714,3
1072,2,32,0,12,65,7,1,715,1
1073,1,51,1,12,172,11,1,178,1
1074,0,33,0,12,16,12,1,16,1
1075,1,56,0,12,679,35,1,716,1
1076,1,40,0,12,680,33,1,224,0
1077,1,52,0,12,681,31,1,79,4
1078,3,30,0,12,682,4,1,717,4
1079,1,48,1,12,25,17,1,446,1
1080,2,45,0,12,25,17,1,446,1
1081,2,19,0,12,683,5,1,718,0
1082,3,39,0,12,279,5,1,286,4
1083,1,33,0,12,684,44,1,719,1
1084,1,23,0,12,685,5,1,720,4
1085,1,25,0,12,686,33,1,198,3
1086,0,51,0,12,97,37,1,100,5
1087,1,24,0,12,222,5,1,625,1
1088,1,32,0,12,687,31,1,62,2
1089,1,32,0,12,553,35,1,369,5
1090,2,26,0,12,688,5,1,48,0
1091,2,58,0,12,689,18,1,721,2
1092,1,26,0,11,690,5,1,722,0
1093,0,30,0,12,691,5,1,9,0
1094,2,34,0,12,53,5,1,723,1
1095,2,31,0,12,692,11,1,724,1
1096,1,39,0,12,148,30,1,155,1
1097,0,32,0,12,693,12,1,725,0
1098,0,48,0,12,694,0,1,499,6
1099,0,25,0,12,65,7,1,42,5
1101,1,21,0,12,695,9,1,255,1
1102,1,29,0,12,696,30,1,726,1
1103,2,19,0,12,27,18,1,27,1
1104,1,56,0,12,10,50,1,727,1
1105,0,25,0,11,171,43,1,79,4
1106,0,35,0,12,290,36,1,728,0
1108,0,18,0,12,120,37,1,125,1
1109,1,36,0,12,697,12,1,729,0
1111,2,23,0,12,698,5,1,730,4
1112,0,24,0,12,699,36,1,731,1
1113,1,31,0,12,700,5,1,732,4
1114,0,55,1,12,266,10,1,271,0
1115,0,19,0,12,266,10,1,271,3
1116,1,41,0,12,68,6,1,69,3
1118,1,34,0,12,147,6,1,733,4
1119,1,28,0,12,701,24,1,734,2
1120,0,24,0,10,45,11,1,45,1
1124,1,44,0,12,191,30,3,196,0
1126,2,55,0,12,494,5,1,513,4
1127,2,74,0,11,389,7,2,735,0
1128,0,23,0,12,25,17,1,446,0
1130,0,25,0,7,266,10,1,271,1
1131,2,38,0,12,399,32,1,736,1
1132,0,21,0,12,12,9,1,737,1
1133,0,35,0,12,702,42,3,163,1
1134,1,59,0,7,187,5,2,66,0
1135,1,63,0,11,629,7,1,654,2
1136,1,28,0,11,703,11,1,738,5
1138,0,46,0,12,704,33,1,739,1
1139,0,74,0,9,171,43,0,740,0
1140,1,62,0,3,61,11,3,61,0
1141,0,46,0,6,349,21,0,357,0
1142,1,61,0,10,705,22,1,741,1
1143,0,24,0,9,706,11,0,742,0
1144,1,58,0,2,707,5,0,743,0
1145,1,38,0,11,708,22,3,744,0
1146,0,20,0,5,374,33,1,387,1
1147,1,62,0,1,709,5,1,745,1
1148,1,30,0,1,295,5,1,302,4
1149,1,37,0,1,710,14,1,746,4
1150,1,54,0,1,711,11,1,747,1
1151,1,37,0,1,712,48,1,748,1
1152,0,30,0,1,120,37,1,125,1
1153,0,22,0,1,92,25,1,94,1
1154,0,27,0,1,713,12,1,749,1
1155,1,54,0,1,714,9,1,750,4
1156,1,29,0,1,682,4,1,717,0
1157,1,52,0,1,715,5,1,751,1
1158,2,28,0,1,716,5,1,227,3
1159,1,39,0,1,717,35,1,748,4
1160,0,33,0,1,120,37,1,125,1
1161,1,38,0,1,237,10,1,243,2
1162,2,32,0,1,718,18,1,245,1
1163,1,34,0,1,336,26,1,752,1
1164,1,50,0,1,719,0,1,478,1
1165,1,26,0,1,720,40,1,753,4
1166,1,37,0,1,721,4,1,754,3
1167,1,45,1,1,722,31,1,153,2
1168,1,45,0,1,374,33,1,387,2
1169,1,32,0,1,65,7,1,65,1
1170,1,56,0,1,723,5,1,755,0
1171,1,12,1,1,724,9,1,756,0
1172,1,58,0,1,17,24,1,757,1
1173,4,49,0,1,72,34,1,102,4
1174,1,60,0,1,725,4,1,758,1
1175,1,29,0,1,726,35,1,759,1
1176,1,41,0,1,591,10,1,760,1
1177,2,39,0,1,727,5,1,9,4
1178,1,26,0,1,728,44,1,221,1
1179,0,24,0,1,729,36,1,761,1
1180,1,25,1,1,730,5,1,762,0
1181,2,34,0,1,9,5,1,48,2
1182,0,19,0,1,731,30,1,613,1
1183,1,44,0,1,425,1,1,438,2
1184,1,55,0,1,732,44,1,221,5
1185,2,24,0,1,9,5,1,48,4
1186,1,38,0,1,733,39,1,763,1
1187,0,52,0,1,52,20,1,53,1
1188,1,27,0,1,178,11,1,183,1
1189,1,31,0,1,734,16,1,764,1
1190,1,47,0,1,191,30,1,765,4
1191,1,27,0,1,188,1,1,193,4
1192,1,33,0,1,530,6,1,148,1
1193,1,26,0,1,294,6,1,301,0
1194,1,29,0,1,735,5,1,766,3
1195,1,39,0,1,68,6,1,69,1
1196,1,28,0,1,86,30,1,89,2
1197,1,55,0,1,736,37,1,767,4
1198,1,36,0,1,97,11,1,768,1
1199,1,28,0,1,246,0,1,769,1
1200,2,26,0,1,8,5,0,8,0
1201,1,33,0,1,737,39,1,770,1
1202,0,40,0,1,738,12,1,771,1
1203,1,37,0,1,739,11,1,530,4
1204,0,39,0,1,740,25,1,772,1
1205,1,26,0,1,393,0,1,408,1
1206,1,67,1,1,741,23,2,773,0
1207,1,43,0,1,386,39,1,774,2
1208,2,38,0,1,655,17,1,694,4
1209,1,50,0,1,742,3,0,775,0
1210,1,47,0,1,743,5,0,776,4
1211,1,55,0,1,744,1,1,777,1
1212,0,31,1,1,745,36,1,728,5
1213,0,32,0,1,85,35,1,105,1
1214,2,26,0,1,746,0,1,608,1
1215,1,30,0,1,747,11,1,778,1
1216,1,52,0,1,748,15,1,779,1
1217,1,27,0,1,749,41,1,780,4
1218,2,31,0,1,520,18,1,781,1
1219,3,40,0,1,750,35,1,782,2
1220,1,33,0,1,76,13,1,76,1
1221,0,19,0,1,751,1,1,115,1
1222,4,32,1,1,316,4,1,319,5
1223,0,33,0,1,439,27,1,456,1
1224,0,29,0,1,668,11,1,705,1
1225,1,41,1,1,752,39,1,783,5
1226,2,38,0,1,449,7,1,784,3
1227,2,64,0,1,753,0,1,785,1
1228,1,25,0,1,754,11,1,786,0
1229,1,42,0,1,426,20,1,787,1
1230,0,37,0,1,12,9,1,788,4
1231,0,29,0,1,266,10,1,271,1
1232,2,46,0,1,755,30,1,629,4
1233,1,42,0,1,187,5,1,189,1
1234,0,36,0,2,171,43,1,642,2
1235,2,21,0,2,27,18,1,789,1
1236,1,30,0,2,756,5,1,790,4
1237,4,34,0,2,757,9,1,791,0
1238,1,33,0,2,758,11,2,391,0
1240,1,31,0,2,242,30,1,792,1
1241,0,49,0,2,759,39,0,793,0
1242,0,36,0,2,178,11,1,183,0
1243,1,54,0,2,760,33,1,292,2
1244,1,24,0,2,294,6,1,301,4
1245,1,47,0,2,104,20,1,439,1
1246,2,43,0,2,22,11,1,55,1
1247,3,38,0,2,761,2,1,151,5
1248,1,30,0,2,762,30,1,794,1
1249,1,55,0,2,763,1,1,795,1
1250,1,51,0,2,764,37,1,767,1
1251,1,23,1,2,765,12,1,796,0
1252,0,37,0,2,82,5,0,797,0
1254,2,16,0,2,9,5,1,48,1
1255,1,47,0,2,766,33,1,798,1
1256,1,36,0,2,61,15,1,799,3
1257,0,23,0,2,70,33,1,201,1
1258,0,33,0,2,359,9,1,370,1
1259,0,17,0,2,61,11,1,61,0
1260,0,22,0,2,16,12,1,202,5
1261,2,22,0,2,157,5,1,164,0
1262,3,29,0,2,761,2,1,151,1
1263,1,44,1,2,767,22,1,800,0
1264,1,10,0,2,767,22,1,800,0
1265,1,68,0,2,768,31,1,801,1
1266,1,41,0,2,379,26,1,802,1
1267,1,52,0,2,769,19,1,803,4
1268,1,56,0,2,770,11,1,523,1
1269,4,36,0,2,771,34,1,804,1
1270,1,45,0,2,330,5,1,9,3
1271,0,30,0,2,70,33,1,201,3
1272,1,35,0,2,772,37,1,805,4
1273,0,24,0,2,773,0,1,806,1
1274,0,29,0,2,390,27,1,220,1
1275,0,32,1,2,21,22,1,807,1
1276,1,53,0,2,48,11,1,49,1
1277,1,32,0,2,774,0,2,808,0
1278,0,24,0,2,775,11,1,523,0
1279,0,22,0,2,164,12,1,647,1
1280,0,19,0,2,776,24,1,809,0
1281,0,29,0,2,777,8,1,810,1
1282,5,26,0,2,9,5,1,48,4
1283,2,24,0,2,778,5,1,9,1
1284,1,50,0,2,652,30,1,687,4
1286,2,52,0,2,779,18,1,811,1
1287,2,38,0,2,780,11,3,812,0
1288,1,33,1,2,781,11,2,813,0
1289,1,51,0,2,39,45,1,39,4
1290,1,48,0,2,782,20,1,814,5
1291,1,30,0,2,783,15,1,815,1
1292,0,37,0,2,784,33,1,387,2
1296,2,32,0,2,655,11,1,816,1
1297,1,24,0,2,785,7,2,817,0
1298,1,35,0,2,438,16,1,818,4
1299,1,31,0,2,786,35,1,819,1
1300,2,41,0,2,273,4,1,820,1
1301,1,45,0,2,111,28,1,821,1
1302,2,23,0,2,27,18,1,802,1
1303,2,30,0,2,157,5,1,164,1
1304,0,31,1,2,787,5,1,822,1
1306,0,47,0,2,448,4,1,465,1
1307,4,36,1,2,68,6,1,69,1
1308,4,38,1,2,45,34,1,823,1
1309,1,45,0,2,187,5,1,192,4
1310,1,38,0,2,271,11,1,824,5
1311,2,33,0,2,65,7,1,65,1
1312,1,22,0,2,788,33,1,825,2
1313,2,39,0,2,45,11,1,826,3
1314,3,26,0,2,209,6,1,69,1
1315,1,36,0,2,789,5,1,827,1
1316,0,48,0,2,164,12,1,828,5
1317,1,16,0,2,790,20,1,829,4
1318,1,58,0,2,791,7,1,830,1
1319,2,27,0,2,68,6,1,69,5
1320,2,26,0,2,663,5,1,9,5
1321,0,21,0,2,792,40,1,831,0
1322,1,31,0,2,793,13,3,832,0
1323,1,37,0,2,7,7,1,833,1
1324,0,56,0,2,794,39,1,834,6
1325,1,19,0,2,795,17,1,835,1
1326,0,38,0,2,796,3,1,836,1
1327,1,35,0,2,587,48,1,837,0
1328,0,18,0,2,797,24,1,838,2
1329,2,23,0,2,178,11,1,839,1
1330,1,41,0,2,798,39,1,840,1
1331,1,43,0,2,587,48,1,605,1
1332,0,24,0,2,799,37,1,841,1
1333,2,39,0,3,126,30,1,132,1
1334,2,22,0,3,122,11,1,842,1
1335,1,37,0,3,800,28,1,843,1
1336,1,53,0,2,801,25,1,844,1
1337,1,35,0,3,802,31,1,845,0
1338,1,41,0,3,803,9,1,846,4
1339,2,27,0,3,499,6,1,301,4
1340,1,37,0,3,804,37,3,847,0
1341,1,30,0,3,805,26,1,848,0
1342,1,34,0,3,806,22,1,849,1
1343,1,22,0,3,807,11,1,850,1
1345,2,41,0,3,24,5,1,24,1
1346,1,42,0,3,808,47,1,851,0
1347,1,51,0,3,355,11,1,852,1
1348,1,49,0,3,351,22,1,361,1
1350,1,45,0,3,102,5,1,107,4
1351,1,42,0,3,145,14,1,853,1
1352,2,41,0,3,809,18,1,854,0
1353,2,28,0,3,8,5,3,8,0
1354,1,27,0,3,429,30,1,544,2
1355,1,50,0,3,501,11,1,855,1
1356,0,22,0,3,655,17,1,856,2
1357,1,37,0,3,810,28,1,857,2
1358,2,21,0,3,279,5,1,286,1
1360,0,25,0,3,17,24,1,757,1
1361,1,51,0,3,811,3,1,858,1
1362,2,23,0,3,709,5,1,859,1
1363,1,46,0,3,812,10,1,860,4
1364,1,43,0,3,813,37,1,861,1
1365,0,35,0,3,45,11,1,45,0
1366,0,24,0,3,359,9,1,370,1
1367,0,20,0,3,45,11,1,264,0
1368,1,52,0,3,814,26,3,862,0
1369,1,49,0,3,815,36,2,581,1
1370,1,30,0,3,750,35,1,863,0
1371,1,26,0,3,816,39,1,864,1
1373,1,38,1,3,206,4,1,865,4
1374,2,16,0,3,817,11,1,866,0
1375,0,28,0,3,313,31,1,526,1
1376,0,29,0,3,266,10,1,271,1
1377,1,34,0,3,818,26,1,867,1
1378,1,43,0,3,48,11,1,49,1
1379,1,38,0,3,819,23,1,868,4
1380,2,23,0,3,9,5,1,9,0
1382,2,33,0,3,178,11,1,183,1
1383,1,40,0,3,820,37,1,869,1
1385,2,55,0,3,276,22,0,283,0
1386,3,38,0,3,821,19,1,870,4
1387,3,53,0,3,429,30,1,442,1
1390,1,49,0,3,822,5,1,871,1
1391,0,25,1,3,17,24,1,757,2
1392,0,21,0,3,823,10,1,872,1
1393,1,23,0,3,824,26,1,51,1
1394,1,24,0,3,825,12,1,631,0
1395,0,35,0,3,826,30,3,873,0
1396,1,61,0,3,827,24,1,874,4
1397,2,62,0,3,380,23,1,875,1
1398,0,16,0,3,828,30,1,876,2
1399,1,55,0,3,829,9,1,255,1
1400,1,76,0,3,10,50,1,10,4
1401,1,28,0,3,830,9,1,255,1
1402,1,25,0,3,831,45,1,877,2
1403,1,33,0,3,832,24,1,878,0
1404,2,25,0,3,833,30,1,262,3
1405,1,51,0,3,834,7,1,879,1
1406,0,30,0,3,85,35,1,105,1
1407,2,34,0,3,494,5,1,513,1
1408,1,32,0,3,835,30,1,794,0
1409,1,44,0,3,836,27,1,880,4
1410,2,48,0,3,64,7,1,64,1
1411,1,29,0,3,664,5,1,881,1
1412,0,24,0,3,837,49,1,882,2
1413,0,22,0,3,790,20,1,883,1
1414,2,19,0,3,27,18,1,884,1
1415,1,36,0,3,838,24,1,885,1
1416,1,46,0,3,429,30,1,442,1
1417,1,55,0,3,466,41,1,886,1
1418,2,39,0,3,839,27,1,887,4
1419,1,33,0,3,482,18,1,888,1
1420,0,18,0,3,840,37,1,889,1
1421,4,27,1,3,841,6,1,890,3
1422,1,34,0,3,842,20,1,891,4
1423,1,33,0,3,843,11,1,892,1
1424,1,64,1,3,465,5,2,189,0
1425,1,46,0,3,844,5,1,893,3
1426,1,51,0,3,816,41,1,143,1
1427,1,50,1,3,845,19,1,894,1
1428,2,33,0,3,778,5,1,9,1
1429,1,52,0,3,846,0,1,895,1
1430,0,34,0,3,488,24,1,547,1
1431,0,43,0,3,62,31,1,62,1
1432,0,18,0,3,62,31,1,62,1
1433,0,31,0,3,25,17,1,446,1
1434,2,65,0,4,847,11,1,896,3
1435,2,38,0,4,501,11,1,855,1
1436,0,30,0,4,36,23,1,36,1
1437,1,69,0,4,848,40,1,897,3
1438,1,25,0,4,61,11,1,61,1
1439,1,36,1,4,849,39,1,898,4
1441,2,50,0,4,43,19,1,682,4
1442,0,41,0,4,850,25,0,899,0
1443,0,44,0,4,36,23,1,36,0
1444,1,52,0,4,851,27,1,900,4
1445,2,20,0,4,9,5,1,48,4
1446,1,60,0,4,852,33,1,901,3
1447,1,39,0,4,652,30,3,902,0
1448,0,40,1,4,853,35,1,903,3
1449,2,45,0,4,5,5,1,5,4
1451,1,41,0,4,854,15,1,904,0
1452,0,40,0,4,321,5,1,324,4
